"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"false","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","ACH-002287","NCIH630"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001599","NCIH64"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","ACH-000378","NCIH647"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000945","NCIH650"
"false","Prostate","Prostate Small Cell Carcinoma","Prostate Small Cell Carcinoma","ACH-000177","NCIH660"
"false","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000853","NCIH661"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000089","NCIH684"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000358","NCIH69"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000491","NCIH716"
"false","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-002174","NCIH720"
"false","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-000775","NCIH727"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002175","NCIH740"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000403","NCIH747"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-003071","NCIH748"
"false","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000789","NCIH810"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000355","NCIH82"
"false","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-002177","NCIH835"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000416","NCIH838"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000292","NCIH841"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001365","NCIH847"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000710","NCIH854"
"false","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000297","NCIH889"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002497","NCIH920"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000050","NCIH929"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000427","NCIN87"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-000076","NCO2"
"false","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","ACH-002288","NEC8"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001366","NGP"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001603","NH12"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000203","NH6"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-002951","NH84T"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-002950","NH93T"
"false","CNS/Brain","Non-Cancerous","Immortalized Epithelial Cells, CNS","ACH-001142","NHAHTDD"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000001","NIHOVCAR3"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","ACH-002289","NK92MI"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","ACH-001143","NKL"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-002290","NKM1"
"false","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001367","NMB"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000200","NMCG1"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001605","NO10"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001606","NO11"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001977","NO36"
"false","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-000168","NOMO1"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-002067","NOS1"
"false","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-001607","NOZ"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001608","NP2"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001609","NP3"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001610","NP5"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001611","NP8"
"false","Bone","Giant Cell Tumor of Bone","Giant Cell Tumor of Bone","ACH-003191","NRHGCT2"
"false","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","ACH-003181","NRHLMS1"
"false","Soft Tissue","Leiomyosarcoma","Leiomyosarcoma","ACH-003184","NRHLMS2"
"false","Soft Tissue","Myxofibrosarcoma","Myxofibrosarcoma","ACH-003183","NRHMFS3"
"false","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","ACH-002291","NTERA2CLD1"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000388","NUDHL1"
"false","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ACH-000287","NUDUL1"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000761","NUGC2"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000911","NUGC3"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000674","NUGC4"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-002178","NY"
"false","Skin","Melanoma","Melanoma","ACH-001982","NZM3"
"false","Skin","Melanoma","Melanoma","ACH-001986","NZM42"
"false","Skin","Melanoma","Melanoma","ACH-001990","NZM7"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","ACH-001991","NZOV9"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-001368","OACM51"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-002292","OACP4C"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000116","OAW28"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000704","OAW42"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000962","OC314"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001144","OC315"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001145","OC316"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000113","OCIAML2"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000336","OCIAML3"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-001613","OCIAML4"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000065","OCIAML5"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-001719","OCIC4P"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-001369","OCIC5X"
"false","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ACH-001146","OCILY10"
"false","Lymphoid","Mature T and NK Neoplasms","Follicular T-Cell Lymphoma","ACH-001147","OCILY12"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-001148","OCILY132"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-001616","OCILY18"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000124","OCILY19"
"false","Lymphoid","Mature B-Cell Neoplasms","Activated B-cell Type","ACH-000158","OCILY3"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-001617","OCILY7"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000751","OCIM1"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-001618","OCIM2"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000854","OCIMY5"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000436","OCIMY7"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001370","OCIP5X"
"false","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-002179","OCUBM"
"false","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-001619","OCUG1"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000247","OCUM1"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000679","OE19"
"false","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000544","OE21"
"false","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-000383","OE33"
"false","Ovary/Fallopian Tube","Non-Cancerous","Immortalized Ovarian Cells","ACH-000494","OELE"
"false","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-002180","OMC1"
"false","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002017","OMM1"
"false","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002018","OMM25"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000013","ONCODG1"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001622","ONDA7"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001623","ONDA8"
"false","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001624","ONDA9"
"false","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001992","ONE58"
"false","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-000776","ONS76"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000057","OPM1"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-000024","OPM2"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-002471","OS052"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-001814","OS252"
"false","Bone","Osteosarcoma","Osteosarcoma","ACH-002834","OS384"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001625","OSC19"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001626","OSC20"
"false","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000159","OSRC2"
"false","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000296","OUMS23"
"false","Bone","Chondrosarcoma","Chondrosarcoma","ACH-001150","OUMS27"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001373","OV17R"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000091","OV56"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mixed Ovarian Carcinoma","ACH-000688","OV7"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000291","OV90"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-002181","OVCA420"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-002182","OVCA433"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000617","OVCAR4"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-001151","OVCAR5"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000696","OVCAR8"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000527","OVISE"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","ACH-000947","OVK18"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000443","OVKATE"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000646","OVMANA"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-002183","OVMIU"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000409","OVSAHO"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000663","OVTOKO"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001855","OZ"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000372","P12ICHIKAWA"
"false","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-002061","P2URK562"
"false","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-002059","P30OHK"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000770","P31FUJ"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-002293","P32ISH"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-000707","P3HR1"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001627","P4E6"
"false","Ovary/Fallopian Tube","Ovarian Germ Cell Tumor","Mixed Germ Cell Tumor","ACH-001374","PA1"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001375","PACADD119"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001376","PACADD135"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001377","PACADD137"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001378","PACADD159"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001379","PACADD161"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001380","PACADD165"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001382","PACADD188"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000042","PANC0203"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000031","PANC0213"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000139","PANC0327"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000235","PANC0403"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000093","PANC0504"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000417","PANC0813"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000164","PANC1"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000060","PANC1005"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002745","PANFR0069"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002742","PANFR0233"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002743","PANFR0368"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002744","PANFR0402"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002738","PANFR0420"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000599","PATU8902"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000022","PATU8988S"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000023","PATU8988T"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000030","PC14"
"false","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000090","PC3"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002184","PC3JPC3"
"false","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000779","PC9"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","ACH-002294","PCI15A"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002295","PCI30"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002296","PCI38"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-002297","PCI4B"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002298","PCI6A"
"false","Lymphoid","Mature B-Cell Neoplasms","Plasma Cell Myeloma","ACH-001162","PCM6"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-001628","PEA1"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000619","PECAPJ15"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000606","PECAPJ34CLONEC12"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000732","PECAPJ41CLONED2"
"false","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000735","PECAPJ49"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000519","PEER"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001630","PEO1"
"false","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001632","PEO4"
"false","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001170","PETA"
"false","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000937","PF382"
"false","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","ACH-000140","PFEIFFER"
"false","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","ACH-001711","PFSK1"
"false","Lymphoid","Mature B-Cell Neoplasms","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","ACH-001634","PGA1"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000307","PK1"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000468","PK45H"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000205","PK59"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002039","PK8"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000218","PL21"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002186","PL4"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001171","PL45"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000034","PLB985"
"false","Liver","Hepatocellular Carcinoma","Hepatocellular Carcinoma","ACH-001318","PLCPRF5"
"false","Prostate","Non-Cancerous","Immortalized Epithelial Cells, Prostate","ACH-000170","PRECLH"
"false","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000320","PSN1"
"false","Prostate","Non-Cancerous","Immortalized Prostate Cells","ACH-001383","PWR1E"
"false","Pancreas","Pancreatic Neuroendocrine Tumor","Pancreatic Neuroendocrine Tumor","ACH-000347","QGP1"
"false","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-002299","QIMRWIL"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-000654","RAJI"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-001636","RAMOS"
"false","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","ACH-002300","RAMOS2G64C10"
"false","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001856","RBE"
"false","Lymphoid","Mature B-Cell Neoplasms","Germinal Center B-Cell Type","ACH-003106","RC"
"false","Soft Tissue","Rhabdomyosarcoma","Alveolar Rhabdomyosarcoma","ACH-001743","RC2"
